review_id,hotel_id,hotel_name,city,star_rating,overall_rating,total_reviews,price_per_night_inr,room_size_sqft,number_of_rooms,number_of_floors,year_established,family_friendly,pet_friendly,business_facilities,pool_available,spa_available,primary_crowd_type,cleanliness_score,service_score,food_quality_score,location_score,amenities,nearby_attraction,distance_to_attraction_km,reviewer_name,review_rating,review_date,review_text
REV0124,HTL030,Emerald Bay Hotel Jaipur,Jaipur,4,3.8,1290,10500,257,200,34,1989,No,No,No,Yes,Yes,Groups,4.7,3.2,4.7,4.7,Free Parking|Pet Friendly|Conference Rooms|Kids Club|Bicycle Rental|Laundry|Swimming Pool|Concierge,Zoo,6.6,Kavya Iyer,4.3,2024-08-17,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0125,HTL030,Emerald Bay Hotel Jaipur,Jaipur,4,3.8,1290,10500,257,200,34,1989,No,No,No,Yes,Yes,Groups,4.7,3.2,4.7,4.7,Free Parking|Pet Friendly|Conference Rooms|Kids Club|Bicycle Rental|Laundry|Swimming Pool|Concierge,Zoo,6.6,Manish Tiwari,4.0,2024-06-12,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0126,HTL031,The Courtyard Inn Chennai,Chennai,4,4.3,264,12465,267,188,8,2020,Partially,No,No,No,Yes,Groups,3.2,4.3,4.8,3.6,Concierge|Airport Shuttle|Conference Rooms|Gym|Free Parking|Spa|Bar|Room Service|Rooftop Lounge,Beach,8.2,Divya Choudhary,3.8,2024-01-12,The hotel looks great in photos but reality was different. The rooftop dining area is small and noisy. The sea view exists but only if you get a corner table which required booking days in advance. Pool maintenance was mediocre — the water was not very clean on day two of our stay. Check-in took nearly an hour. Positives — the bed was extremely comfortable and the breakfast buffet was actually quite good. Overall a below average experience for a supposedly 4-star property.
REV0127,HTL031,The Courtyard Inn Chennai,Chennai,4,4.3,264,12465,267,188,8,2020,Partially,No,No,No,Yes,Groups,3.2,4.3,4.8,3.6,Concierge|Airport Shuttle|Conference Rooms|Gym|Free Parking|Spa|Bar|Room Service|Rooftop Lounge,Beach,8.2,Pooja Desai,3.0,2024-04-11,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0128,HTL031,The Courtyard Inn Chennai,Chennai,4,4.3,264,12465,267,188,8,2020,Partially,No,No,No,Yes,Groups,3.2,4.3,4.8,3.6,Concierge|Airport Shuttle|Conference Rooms|Gym|Free Parking|Spa|Bar|Room Service|Rooftop Lounge,Beach,8.2,Deepika Bhatt,3.0,2024-03-05,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0129,HTL031,The Courtyard Inn Chennai,Chennai,4,4.3,264,12465,267,188,8,2020,Partially,No,No,No,Yes,Groups,3.2,4.3,4.8,3.6,Concierge|Airport Shuttle|Conference Rooms|Gym|Free Parking|Spa|Bar|Room Service|Rooftop Lounge,Beach,8.2,Amit Verma,3.2,2024-02-17,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0130,HTL031,The Courtyard Inn Chennai,Chennai,4,4.3,264,12465,267,188,8,2020,Partially,No,No,No,Yes,Groups,3.2,4.3,4.8,3.6,Concierge|Airport Shuttle|Conference Rooms|Gym|Free Parking|Spa|Bar|Room Service|Rooftop Lounge,Beach,8.2,Ritu Agarwal,4.6,2024-09-02,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0131,HTL032,Emerald Bay Hotel,Pune,4,3.1,790,6924,648,42,28,2008,Partially,Yes,No,No,No,Solo Travelers,4.1,3.6,4.5,3.9,Rooftop Lounge|Airport Shuttle|Free Parking|Kids Club|Concierge,Heritage Fort,7.8,Vikram Singh,4.7,2024-01-21,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0132,HTL032,Emerald Bay Hotel,Pune,4,3.1,790,6924,648,42,28,2008,Partially,Yes,No,No,No,Solo Travelers,4.1,3.6,4.5,3.9,Rooftop Lounge|Airport Shuttle|Free Parking|Kids Club|Concierge,Heritage Fort,7.8,Deepika Bhatt,4.7,2024-09-04,This heritage property is a beautifully restored 19th century mansion. Walking through the corridors feels like stepping back in time. The rooftop terrace overlooks a historic fort and the lake below — not a sea view but equally majestic. The restaurant serves traditional Rajasthani thali with authentic flavors that you simply cannot find in modern hotels. The courtyard pool surrounded by carved stone pillars is stunning. Every corner of this hotel is photogenic. Perfect for travelers who love history and culture.
REV0133,HTL032,Emerald Bay Hotel,Pune,4,3.1,790,6924,648,42,28,2008,Partially,Yes,No,No,No,Solo Travelers,4.1,3.6,4.5,3.9,Rooftop Lounge|Airport Shuttle|Free Parking|Kids Club|Concierge,Heritage Fort,7.8,Manish Tiwari,4.6,2024-05-03,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0134,HTL032,Emerald Bay Hotel,Pune,4,3.1,790,6924,648,42,28,2008,Partially,Yes,No,No,No,Solo Travelers,4.1,3.6,4.5,3.9,Rooftop Lounge|Airport Shuttle|Free Parking|Kids Club|Concierge,Heritage Fort,7.8,Anjali Nair,3.2,2024-09-05,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0135,HTL032,Emerald Bay Hotel,Pune,4,3.1,790,6924,648,42,28,2008,Partially,Yes,No,No,No,Solo Travelers,4.1,3.6,4.5,3.9,Rooftop Lounge|Airport Shuttle|Free Parking|Kids Club|Concierge,Heritage Fort,7.8,Divya Choudhary,2.7,2024-04-27,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0136,HTL033,Pearl Continental Bangalore,Bangalore,4,2.9,2106,13753,441,217,7,2008,Yes,Yes,No,Yes,No,Business,3.3,3.6,4.6,4.4,Room Service|Concierge|Kids Club|Bicycle Rental|Free Parking,City Museum,9.1,Ritu Agarwal,4.9,2024-10-17,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0137,HTL033,Pearl Continental Bangalore,Bangalore,4,2.9,2106,13753,441,217,7,2008,Yes,Yes,No,Yes,No,Business,3.3,3.6,4.6,4.4,Room Service|Concierge|Kids Club|Bicycle Rental|Free Parking,City Museum,9.1,Divya Choudhary,2.8,2024-05-08,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0138,HTL033,Pearl Continental Bangalore,Bangalore,4,2.9,2106,13753,441,217,7,2008,Yes,Yes,No,Yes,No,Business,3.3,3.6,4.6,4.4,Room Service|Concierge|Kids Club|Bicycle Rental|Free Parking,City Museum,9.1,Pooja Desai,2.8,2024-04-14,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0139,HTL034,The Metro Grand,Kolkata,4,4.1,117,9427,347,169,29,1985,Partially,No,Yes,No,Yes,Couples,4.0,3.7,4.9,4.1,Pet Friendly|Swimming Pool|Conference Rooms|Kids Club|Laundry|Room Service|Rooftop Lounge|Bar,City Museum,3.7,Sneha Patel,4.4,2024-12-25,"This hotel is a true wellness sanctuary. The spa is the best I have experienced in India — highly skilled therapists, premium oils, and a beautifully designed treatment room with soft natural light. Post-spa the pool area is serene and rarely crowded. The restaurant serves a dedicated wellness menu with fresh juices, salads, and low-calorie options alongside regular meals. There is no rooftop restaurant but the ground floor dining area has large windows with a garden view. Ideal for anyone seeking rest and rejuvenation."
REV0140,HTL034,The Metro Grand,Kolkata,4,4.1,117,9427,347,169,29,1985,Partially,No,Yes,No,Yes,Couples,4.0,3.7,4.9,4.1,Pet Friendly|Swimming Pool|Conference Rooms|Kids Club|Laundry|Room Service|Rooftop Lounge|Bar,City Museum,3.7,Arjun Reddy,2.8,2024-06-18,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0141,HTL034,The Metro Grand,Kolkata,4,4.1,117,9427,347,169,29,1985,Partially,No,Yes,No,Yes,Couples,4.0,3.7,4.9,4.1,Pet Friendly|Swimming Pool|Conference Rooms|Kids Club|Laundry|Room Service|Rooftop Lounge|Bar,City Museum,3.7,Arjun Reddy,4.5,2024-03-27,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0142,HTL035,Pearl Continental Kolkata,Kolkata,3,2.9,1924,2711,500,123,4,1997,Yes,No,No,No,No,Backpackers,3.1,4.3,3.2,4.7,Laundry|Airport Shuttle|Rooftop Lounge|Bar,Local Market,8.0,Deepika Bhatt,4.2,2024-06-26,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
